ImageId,ClassType,MultipolygonWKT
6070_0_2,6,MULTIPOLYGON EMPTY
6070_0_2,7,MULTIPOLYGON EMPTY
6070_0_2,8,MULTIPOLYGON EMPTY
6070_0_2,9,MULTIPOLYGON EMPTY
6070_0_2,10,MULTIPOLYGON EMPTY
6070_0_1,1,MULTIPOLYGON EMPTY
6070_0_1,2,MULTIPOLYGON EMPTY
6070_0_1,3,MULTIPOLYGON EMPTY
6070_0_1,4,MULTIPOLYGON EMPTY
6070_0_1,5,MULTIPOLYGON EMPTY
6070_0_1,6,MULTIPOLYGON EMPTY
6070_0_1,7,MULTIPOLYGON EMPTY
6070_0_1,8,MULTIPOLYGON EMPTY
6070_0_1,9,MULTIPOLYGON EMPTY
6070_0_1,10,MULTIPOLYGON EMPTY
6070_0_0,1,MULTIPOLYGON EMPTY
6070_0_0,2,MULTIPOLYGON EMPTY
6070_0_0,3,MULTIPOLYGON EMPTY
6070_0_0,4,MULTIPOLYGON EMPTY
6070_0_0,5,MULTIPOLYGON EMPTY
6070_0_0,6,MULTIPOLYGON EMPTY
6070_0_0,7,MULTIPOLYGON EMPTY
6070_0_0,8,MULTIPOLYGON EMPTY
6070_0_0,9,MULTIPOLYGON EMPTY
6070_0_0,10,MULTIPOLYGON EMPTY
6070_0_4,1,MULTIPOLYGON EMPTY
6070_0_4,2,MULTIPOLYGON EMPTY
6070_0_4,3,MULTIPOLYGON EMPTY
6070_0_4,4,MULTIPOLYGON EMPTY
6070_0_4,5,MULTIPOLYGON EMPTY
6070_0_4,6,MULTIPOLYGON EMPTY
6070_0_4,7,MULTIPOLYGON EMPTY
6070_0_4,8,MULTIPOLYGON EMPTY
6070_0_4,9,MULTIPOLYGON EMPTY
6070_0_4,10,MULTIPOLYGON EMPTY
6100_4_3,1,MULTIPOLYGON EMPTY
6100_4_3,2,MULTIPOLYGON EMPTY
6100_4_3,3,MULTIPOLYGON EMPTY
6100_4_3,4,MULTIPOLYGON EMPTY
6100_4_3,5,MULTIPOLYGON EMPTY
6100_4_3,6,MULTIPOLYGON EMPTY
6100_4_3,7,MULTIPOLYGON EMPTY
6100_4_3,8,MULTIPOLYGON EMPTY
6100_4_3,9,MULTIPOLYGON EMPTY
6100_4_3,10,MULTIPOLYGON EMPTY
6040_0_4,1,MULTIPOLYGON EMPTY
6040_0_4,2,MULTIPOLYGON EMPTY
6040_0_4,3,MULTIPOLYGON EMPTY
6040_0_4,4,MULTIPOLYGON EMPTY
6040_0_4,5,MULTIPOLYGON EMPTY
6040_0_4,6,MULTIPOLYGON EMPTY
6040_0_4,7,MULTIPOLYGON EMPTY
6040_0_4,8,MULTIPOLYGON EMPTY
6040_0_4,9,MULTIPOLYGON EMPTY
6040_0_4,10,MULTIPOLYGON EMPTY
6040_0_2,1,MULTIPOLYGON EMPTY
6040_0_2,2,MULTIPOLYGON EMPTY
6040_0_2,3,MULTIPOLYGON EMPTY
6040_0_2,4,MULTIPOLYGON EMPTY
6040_0_2,5,MULTIPOLYGON EMPTY
6040_0_2,6,MULTIPOLYGON EMPTY
6040_0_2,7,MULTIPOLYGON EMPTY
6040_0_2,8,MULTIPOLYGON EMPTY
6040_0_2,9,MULTIPOLYGON EMPTY
6040_0_2,10,MULTIPOLYGON EMPTY
6040_0_3,1,MULTIPOLYGON EMPTY
6040_0_3,2,MULTIPOLYGON EMPTY
6040_0_3,3,MULTIPOLYGON EMPTY
6040_0_3,4,MULTIPOLYGON EMPTY
6040_0_3,5,MULTIPOLYGON EMPTY
6040_0_3,6,MULTIPOLYGON EMPTY
6040_0_3,7,MULTIPOLYGON EMPTY
6040_0_3,8,MULTIPOLYGON EMPTY
6040_0_3,9,MULTIPOLYGON EMPTY
6040_0_3,10,MULTIPOLYGON EMPTY
6040_0_0,1,MULTIPOLYGON EMPTY
6040_0_0,2,MULTIPOLYGON EMPTY
6040_0_0,3,MULTIPOLYGON EMPTY
6040_0_0,4,MULTIPOLYGON EMPTY
6040_0_0,5,MULTIPOLYGON EMPTY
6040_0_0,6,MULTIPOLYGON EMPTY
6040_0_0,7,MULTIPOLYGON EMPTY
6040_0_0,8,MULTIPOLYGON EMPTY
6040_0_0,9,MULTIPOLYGON EMPTY
6040_0_0,10,MULTIPOLYGON EMPTY
6040_0_1,1,MULTIPOLYGON EMPTY
6040_0_1,2,MULTIPOLYGON EMPTY
6040_0_1,3,MULTIPOLYGON EMPTY
6040_0_1,4,MULTIPOLYGON EMPTY
6040_0_1,5,MULTIPOLYGON EMPTY
6040_0_1,6,MULTIPOLYGON EMPTY
6040_0_1,7,MULTIPOLYGON EMPTY
6040_0_1,8,MULTIPOLYGON EMPTY
6040_0_1,9,MULTIPOLYGON EMPTY
6040_0_1,10,MULTIPOLYGON EMPTY
6050_0_1,1,MULTIPOLYGON EMPTY
6050_0_1,2,MULTIPOLYGON EMPTY
6050_0_1,3,MULTIPOLYGON EMPTY
6050_0_1,4,MULTIPOLYGON EMPTY
6050_0_1,5,MULTIPOLYGON EMPTY
6050_0_1,6,MULTIPOLYGON EMPTY
6050_0_1,7,MULTIPOLYGON EMPTY
6050_0_1,8,MULTIPOLYGON EMPTY
6050_0_1,9,MULTIPOLYGON EMPTY
6050_0_1,10,MULTIPOLYGON EMPTY
6050_0_0,1,MULTIPOLYGON EMPTY
6050_0_0,2,MULTIPOLYGON EMPTY
6050_0_0,3,MULTIPOLYGON EMPTY
6050_0_0,4,MULTIPOLYGON EMPTY
6050_0_0,5,MULTIPOLYGON EMPTY
6050_0_0,6,MULTIPOLYGON EMPTY
6050_0_0,7,MULTIPOLYGON EMPTY
6050_0_0,8,MULTIPOLYGON EMPTY
6050_0_0,9,MULTIPOLYGON EMPTY
6050_0_0,10,MULTIPOLYGON EMPTY
6050_0_3,1,MULTIPOLYGON EMPTY
6050_0_3,2,MULTIPOLYGON EMPTY
6050_0_3,3,MULTIPOLYGON EMPTY
6050_0_3,4,MULTIPOLYGON EMPTY
6050_0_3,5,MULTIPOLYGON EMPTY
6050_0_3,6,MULTIPOLYGON EMPTY
6050_0_3,7,MULTIPOLYGON EMPTY
6050_0_3,8,MULTIPOLYGON EMPTY
6050_0_3,9,MULTIPOLYGON EMPTY
6050_0_3,10,MULTIPOLYGON EMPTY
6050_0_2,1,MULTIPOLYGON EMPTY
6050_0_2,2,MULTIPOLYGON EMPTY
6050_0_2,3,MULTIPOLYGON EMPTY
6050_0_2,4,MULTIPOLYGON EMPTY
6050_0_2,5,MULTIPOLYGON EMPTY
6050_0_2,6,MULTIPOLYGON EMPTY
6050_0_2,7,MULTIPOLYGON EMPTY
6050_0_2,8,MULTIPOLYGON EMPTY
6050_0_2,9,MULTIPOLYGON EMPTY
6050_0_2,10,MULTIPOLYGON EMPTY
6050_0_4,1,MULTIPOLYGON EMPTY
6050_0_4,2,MULTIPOLYGON EMPTY
6050_0_4,3,MULTIPOLYGON EMPTY
6050_0_4,4,MULTIPOLYGON EMPTY
6050_0_4,5,MULTIPOLYGON EMPTY
6050_0_4,6,MULTIPOLYGON EMPTY
6050_0_4,7,MULTIPOLYGON EMPTY
6050_0_4,8,MULTIPOLYGON EMPTY
6050_0_4,9,MULTIPOLYGON EMPTY
6050_0_4,10,MULTIPOLYGON EMPTY
6070_4_4,1,MULTIPOLYGON EMPTY
6070_4_4,2,MULTIPOLYGON EMPTY
6070_4_4,3,MULTIPOLYGON EMPTY
6070_4_4,4,MULTIPOLYGON EMPTY
6070_4_4,5,MULTIPOLYGON EMPTY
6070_4_4,6,MULTIPOLYGON EMPTY
6070_4_4,7,MULTIPOLYGON EMPTY
6070_4_4,8,MULTIPOLYGON EMPTY
6070_4_4,9,MULTIPOLYGON EMPTY
6070_4_4,10,MULTIPOLYGON EMPTY
6070_4_3,1,MULTIPOLYGON EMPTY
6070_4_3,2,MULTIPOLYGON EMPTY
6070_4_3,3,MULTIPOLYGON EMPTY
6070_4_3,4,MULTIPOLYGON EMPTY
6070_4_3,5,MULTIPOLYGON EMPTY
6070_4_3,6,MULTIPOLYGON EMPTY
6070_4_3,7,MULTIPOLYGON EMPTY
6070_4_3,8,MULTIPOLYGON EMPTY
6070_4_3,9,MULTIPOLYGON EMPTY
6070_4_3,10,MULTIPOLYGON EMPTY
6070_4_2,1,MULTIPOLYGON EMPTY
6070_4_2,2,MULTIPOLYGON EMPTY
6070_4_2,3,MULTIPOLYGON EMPTY
6070_4_2,4,MULTIPOLYGON EMPTY
6070_4_2,5,MULTIPOLYGON EMPTY
6070_4_2,6,MULTIPOLYGON EMPTY
6070_4_2,7,MULTIPOLYGON EMPTY
6070_4_2,8,MULTIPOLYGON EMPTY
6070_4_2,9,MULTIPOLYGON EMPTY
6070_4_2,10,MULTIPOLYGON EMPTY
6070_4_1,1,MULTIPOLYGON EMPTY
6070_4_1,2,MULTIPOLYGON EMPTY
6070_4_1,3,MULTIPOLYGON EMPTY
6070_4_1,4,MULTIPOLYGON EMPTY
6070_4_1,5,MULTIPOLYGON EMPTY
6070_4_1,6,MULTIPOLYGON EMPTY
6070_4_1,7,MULTIPOLYGON EMPTY
6070_4_1,8,MULTIPOLYGON EMPTY
6070_4_1,9,MULTIPOLYGON EMPTY
6070_4_1,10,MULTIPOLYGON EMPTY
6070_4_0,1,MULTIPOLYGON EMPTY
6070_4_0,2,MULTIPOLYGON EMPTY
6070_4_0,3,MULTIPOLYGON EMPTY
6070_4_0,4,MULTIPOLYGON EMPTY
6070_4_0,5,MULTIPOLYGON EMPTY
6070_4_0,6,MULTIPOLYGON EMPTY
6070_4_0,7,MULTIPOLYGON EMPTY
6070_4_0,8,MULTIPOLYGON EMPTY
6070_4_0,9,MULTIPOLYGON EMPTY
6070_4_0,10,MULTIPOLYGON EMPTY
6140_3_0,1,MULTIPOLYGON EMPTY
6140_3_0,2,MULTIPOLYGON EMPTY
6140_3_0,3,MULTIPOLYGON EMPTY
6140_3_0,4,MULTIPOLYGON EMPTY
6140_3_0,5,MULTIPOLYGON EMPTY
6140_3_0,6,MULTIPOLYGON EMPTY
6140_3_0,7,MULTIPOLYGON EMPTY
6140_3_0,8,MULTIPOLYGON EMPTY
6140_3_0,9,MULTIPOLYGON EMPTY
6140_3_0,10,MULTIPOLYGON EMPTY
6140_3_2,1,MULTIPOLYGON EMPTY
6140_3_2,2,MULTIPOLYGON EMPTY
6140_3_2,3,MULTIPOLYGON EMPTY
6140_3_2,4,MULTIPOLYGON EMPTY
6140_3_2,5,MULTIPOLYGON EMPTY
6140_3_2,6,MULTIPOLYGON EMPTY
6140_3_2,7,MULTIPOLYGON EMPTY
6140_3_2,8,MULTIPOLYGON EMPTY
6140_3_2,9,MULTIPOLYGON EMPTY
6140_3_2,10,MULTIPOLYGON EMPTY
6100_4_4,1,MULTIPOLYGON EMPTY
6100_4_4,2,MULTIPOLYGON EMPTY
6100_4_4,3,MULTIPOLYGON EMPTY
6100_4_4,4,MULTIPOLYGON EMPTY
6100_4_4,5,MULTIPOLYGON EMPTY
6100_4_4,6,MULTIPOLYGON EMPTY
6100_4_4,7,MULTIPOLYGON EMPTY
6100_4_4,8,MULTIPOLYGON EMPTY
6100_4_4,9,MULTIPOLYGON EMPTY
6100_4_4,10,MULTIPOLYGON EMPTY
6140_3_4,1,MULTIPOLYGON EMPTY
6140_3_4,2,MULTIPOLYGON EMPTY
6140_3_4,3,MULTIPOLYGON EMPTY
6140_3_4,4,MULTIPOLYGON EMPTY
6140_3_4,5,MULTIPOLYGON EMPTY
6140_3_4,6,MULTIPOLYGON EMPTY
6140_3_4,7,MULTIPOLYGON EMPTY
6140_3_4,8,MULTIPOLYGON EMPTY
6140_3_4,9,MULTIPOLYGON EMPTY
6140_3_4,10,MULTIPOLYGON EMPTY
6100_4_2,1,MULTIPOLYGON EMPTY
6100_4_2,2,MULTIPOLYGON EMPTY
6100_4_2,3,MULTIPOLYGON EMPTY
6100_4_2,4,MULTIPOLYGON EMPTY
6100_4_2,5,MULTIPOLYGON EMPTY
6100_4_2,6,MULTIPOLYGON EMPTY
6100_4_2,7,MULTIPOLYGON EMPTY
6100_4_2,8,MULTIPOLYGON EMPTY
6100_4_2,9,MULTIPOLYGON EMPTY
6100_4_2,10,MULTIPOLYGON EMPTY
6100_4_1,1,MULTIPOLYGON EMPTY
6100_4_1,2,MULTIPOLYGON EMPTY
6100_4_1,3,MULTIPOLYGON EMPTY
6100_4_1,4,MULTIPOLYGON EMPTY
6100_4_1,5,MULTIPOLYGON EMPTY
6100_4_1,6,MULTIPOLYGON EMPTY
6100_4_1,7,MULTIPOLYGON EMPTY
6100_4_1,8,MULTIPOLYGON EMPTY
6100_4_1,9,MULTIPOLYGON EMPTY
6100_4_1,10,MULTIPOLYGON EMPTY
6100_4_0,1,MULTIPOLYGON EMPTY
6100_4_0,2,MULTIPOLYGON EMPTY
6100_4_0,3,MULTIPOLYGON EMPTY
6100_4_0,4,MULTIPOLYGON EMPTY
6100_4_0,5,MULTIPOLYGON EMPTY
6100_4_0,6,MULTIPOLYGON EMPTY
6100_4_0,7,MULTIPOLYGON EMPTY
6100_4_0,8,MULTIPOLYGON EMPTY
6100_4_0,9,MULTIPOLYGON EMPTY
6100_4_0,10,MULTIPOLYGON EMPTY
6140_0_1,1,MULTIPOLYGON EMPTY
6140_0_1,2,MULTIPOLYGON EMPTY
6140_0_1,3,MULTIPOLYGON EMPTY
6140_0_1,4,MULTIPOLYGON EMPTY
6140_0_1,5,MULTIPOLYGON EMPTY
6140_0_1,6,MULTIPOLYGON EMPTY
6140_0_1,7,MULTIPOLYGON EMPTY
6140_0_1,8,MULTIPOLYGON EMPTY
6140_0_1,9,MULTIPOLYGON EMPTY
6140_0_1,10,MULTIPOLYGON EMPTY
6140_1_4,1,MULTIPOLYGON EMPTY
6140_1_4,2,MULTIPOLYGON EMPTY
6140_1_4,3,MULTIPOLYGON EMPTY
6140_1_4,4,MULTIPOLYGON EMPTY
6140_1_4,5,MULTIPOLYGON EMPTY
6140_1_4,6,MULTIPOLYGON EMPTY
6140_1_4,7,MULTIPOLYGON EMPTY
6140_1_4,8,MULTIPOLYGON EMPTY
6140_1_4,9,MULTIPOLYGON EMPTY
6140_1_4,10,MULTIPOLYGON EMPTY
6140_1_3,1,MULTIPOLYGON EMPTY
6140_1_3,2,MULTIPOLYGON EMPTY
6140_1_3,3,MULTIPOLYGON EMPTY
6140_1_3,4,MULTIPOLYGON EMPTY
6140_1_3,5,MULTIPOLYGON EMPTY
6140_1_3,6,MULTIPOLYGON EMPTY
6140_1_3,7,MULTIPOLYGON EMPTY
6140_1_3,8,MULTIPOLYGON EMPTY
6140_1_3,9,MULTIPOLYGON EMPTY
6140_1_3,10,MULTIPOLYGON EMPTY
6140_1_0,1,MULTIPOLYGON EMPTY
6140_1_0,2,MULTIPOLYGON EMPTY
6140_1_0,3,MULTIPOLYGON EMPTY
6140_1_0,4,MULTIPOLYGON EMPTY
6140_1_0,5,MULTIPOLYGON EMPTY
6140_1_0,6,MULTIPOLYGON EMPTY
6140_1_0,7,MULTIPOLYGON EMPTY
6140_1_0,8,MULTIPOLYGON EMPTY
6140_1_0,9,MULTIPOLYGON EMPTY
6140_1_0,10,MULTIPOLYGON EMPTY
6140_1_1,1,MULTIPOLYGON EMPTY
6140_1_1,2,MULTIPOLYGON EMPTY
6140_1_1,3,MULTIPOLYGON EMPTY
6140_1_1,4,MULTIPOLYGON EMPTY
6140_1_1,5,MULTIPOLYGON EMPTY
6140_1_1,6,MULTIPOLYGON EMPTY
6140_1_1,7,MULTIPOLYGON EMPTY
6140_1_1,8,MULTIPOLYGON EMPTY
6140_1_1,9,MULTIPOLYGON EMPTY
6140_1_1,10,MULTIPOLYGON EMPTY
6040_4_2,1,MULTIPOLYGON EMPTY
6040_4_2,2,MULTIPOLYGON EMPTY
6040_4_2,3,MULTIPOLYGON EMPTY
6040_4_2,4,MULTIPOLYGON EMPTY
6040_4_2,5,MULTIPOLYGON EMPTY
6040_4_2,6,MULTIPOLYGON EMPTY
6040_4_2,7,MULTIPOLYGON EMPTY
6040_4_2,8,MULTIPOLYGON EMPTY
6040_4_2,9,MULTIPOLYGON EMPTY
6040_4_2,10,MULTIPOLYGON EMPTY
6040_4_3,1,MULTIPOLYGON EMPTY
6040_4_3,2,MULTIPOLYGON EMPTY
6040_4_3,3,MULTIPOLYGON EMPTY
6040_4_3,4,MULTIPOLYGON EMPTY
6040_4_3,5,MULTIPOLYGON EMPTY
6040_4_3,6,MULTIPOLYGON EMPTY
6040_4_3,7,MULTIPOLYGON EMPTY
6040_4_3,8,MULTIPOLYGON EMPTY
6040_4_3,9,MULTIPOLYGON EMPTY
6040_4_3,10,MULTIPOLYGON EMPTY
6040_4_0,1,MULTIPOLYGON EMPTY
6040_4_0,2,MULTIPOLYGON EMPTY
6040_4_0,3,MULTIPOLYGON EMPTY
6040_4_0,4,MULTIPOLYGON EMPTY
6040_4_0,5,MULTIPOLYGON EMPTY
6040_4_0,6,MULTIPOLYGON EMPTY
6040_4_0,7,MULTIPOLYGON EMPTY
6040_4_0,8,MULTIPOLYGON EMPTY
6040_4_0,9,MULTIPOLYGON EMPTY
6040_4_0,10,MULTIPOLYGON EMPTY
6040_4_1,1,MULTIPOLYGON EMPTY
6040_4_1,2,MULTIPOLYGON EMPTY
6040_4_1,3,MULTIPOLYGON EMPTY
6040_4_1,4,MULTIPOLYGON EMPTY
6040_4_1,5,MULTIPOLYGON EMPTY
6040_4_1,6,MULTIPOLYGON EMPTY
6040_4_1,7,MULTIPOLYGON EMPTY
6040_4_1,8,MULTIPOLYGON EMPTY
6040_4_1,9,MULTIPOLYGON EMPTY
6040_4_1,10,MULTIPOLYGON EMPTY
6040_4_4,1,MULTIPOLYGON EMPTY
6040_4_4,2,MULTIPOLYGON EMPTY
6040_4_4,3,MULTIPOLYGON EMPTY
6040_4_4,4,MULTIPOLYGON EMPTY
6040_4_4,5,MULTIPOLYGON EMPTY
6040_4_4,6,MULTIPOLYGON EMPTY
6040_4_4,7,MULTIPOLYGON EMPTY
6040_4_4,8,MULTIPOLYGON EMPTY
6040_4_4,9,MULTIPOLYGON EMPTY
6040_4_4,10,MULTIPOLYGON EMPTY
6010_4_0,1,MULTIPOLYGON EMPTY
6010_4_0,2,MULTIPOLYGON EMPTY
6010_4_0,3,MULTIPOLYGON EMPTY
6010_4_0,4,MULTIPOLYGON EMPTY
6010_4_0,5,MULTIPOLYGON EMPTY
6010_4_0,6,MULTIPOLYGON EMPTY
6010_4_0,7,MULTIPOLYGON EMPTY
6010_4_0,8,MULTIPOLYGON EMPTY
6010_4_0,9,MULTIPOLYGON EMPTY
6010_4_0,10,MULTIPOLYGON EMPTY
6110_0_0,1,MULTIPOLYGON EMPTY
6110_0_0,2,MULTIPOLYGON EMPTY
6110_0_0,3,MULTIPOLYGON EMPTY
6110_0_0,4,MULTIPOLYGON EMPTY
6110_0_0,5,MULTIPOLYGON EMPTY
6110_0_0,6,MULTIPOLYGON EMPTY
6110_0_0,7,MULTIPOLYGON EMPTY
6110_0_0,8,MULTIPOLYGON EMPTY
6110_0_0,9,MULTIPOLYGON EMPTY
6110_0_0,10,MULTIPOLYGON EMPTY
6050_4_4,1,MULTIPOLYGON EMPTY
6050_4_4,2,MULTIPOLYGON EMPTY
6050_4_4,3,MULTIPOLYGON EMPTY
6050_4_4,4,MULTIPOLYGON EMPTY
6050_4_4,5,MULTIPOLYGON EMPTY
6050_4_4,6,MULTIPOLYGON EMPTY
6050_4_4,7,MULTIPOLYGON EMPTY
6050_4_4,8,MULTIPOLYGON EMPTY
6050_4_4,9,MULTIPOLYGON EMPTY
6050_4_4,10,MULTIPOLYGON EMPTY
6110_0_2,1,MULTIPOLYGON EMPTY
6110_0_2,2,MULTIPOLYGON EMPTY
6110_0_2,3,MULTIPOLYGON EMPTY
6110_0_2,4,MULTIPOLYGON EMPTY
6110_0_2,5,MULTIPOLYGON EMPTY
6110_0_2,6,MULTIPOLYGON EMPTY
6110_0_2,7,MULTIPOLYGON EMPTY
6110_0_2,8,MULTIPOLYGON EMPTY
6110_0_2,9,MULTIPOLYGON EMPTY
6110_0_2,10,MULTIPOLYGON EMPTY
6110_0_3,1,MULTIPOLYGON EMPTY
6110_0_3,2,MULTIPOLYGON EMPTY
6110_0_3,3,MULTIPOLYGON EMPTY
6110_0_3,4,MULTIPOLYGON EMPTY
6110_0_3,5,MULTIPOLYGON EMPTY
6110_0_3,6,MULTIPOLYGON EMPTY
6110_0_3,7,MULTIPOLYGON EMPTY
6110_0_3,8,MULTIPOLYGON EMPTY
6110_0_3,9,MULTIPOLYGON EMPTY
6110_0_3,10,MULTIPOLYGON EMPTY
6110_0_4,1,MULTIPOLYGON EMPTY
6110_0_4,2,MULTIPOLYGON EMPTY
6110_0_4,3,MULTIPOLYGON EMPTY
6110_0_4,4,MULTIPOLYGON EMPTY
6110_0_4,5,MULTIPOLYGON EMPTY
6110_0_4,6,MULTIPOLYGON EMPTY
6110_0_4,7,MULTIPOLYGON EMPTY
6110_0_4,8,MULTIPOLYGON EMPTY
6110_0_4,9,MULTIPOLYGON EMPTY
6110_0_4,10,MULTIPOLYGON EMPTY
6050_4_0,1,MULTIPOLYGON EMPTY
6050_4_0,2,MULTIPOLYGON EMPTY
6050_4_0,3,MULTIPOLYGON EMPTY
6050_4_0,4,MULTIPOLYGON EMPTY
6050_4_0,5,MULTIPOLYGON EMPTY
6050_4_0,6,MULTIPOLYGON EMPTY
6050_4_0,7,MULTIPOLYGON EMPTY
6050_4_0,8,MULTIPOLYGON EMPTY
6050_4_0,9,MULTIPOLYGON EMPTY
6050_4_0,10,MULTIPOLYGON EMPTY
6050_4_3,1,MULTIPOLYGON EMPTY
6050_4_3,2,MULTIPOLYGON EMPTY
6050_4_3,3,MULTIPOLYGON EMPTY
6050_4_3,4,MULTIPOLYGON EMPTY
6050_4_3,5,MULTIPOLYGON EMPTY
6050_4_3,6,MULTIPOLYGON EMPTY
6050_4_3,7,MULTIPOLYGON EMPTY
6050_4_3,8,MULTIPOLYGON EMPTY
6050_4_3,9,MULTIPOLYGON EMPTY
6050_4_3,10,MULTIPOLYGON EMPTY
6050_4_2,1,MULTIPOLYGON EMPTY
6050_4_2,2,MULTIPOLYGON EMPTY
6050_4_2,3,MULTIPOLYGON EMPTY
6050_4_2,4,MULTIPOLYGON EMPTY
6050_4_2,5,MULTIPOLYGON EMPTY
6050_4_2,6,MULTIPOLYGON EMPTY
6050_4_2,7,MULTIPOLYGON EMPTY
6050_4_2,8,MULTIPOLYGON EMPTY
6050_4_2,9,MULTIPOLYGON EMPTY
6050_4_2,10,MULTIPOLYGON EMPTY
6030_3_0,1,MULTIPOLYGON EMPTY
6030_3_0,2,MULTIPOLYGON EMPTY
6030_3_0,3,MULTIPOLYGON EMPTY
6030_3_0,4,MULTIPOLYGON EMPTY
6030_3_0,5,MULTIPOLYGON EMPTY
6030_3_0,6,MULTIPOLYGON EMPTY
6030_3_0,7,MULTIPOLYGON EMPTY
6030_3_0,8,MULTIPOLYGON EMPTY
6030_3_0,9,MULTIPOLYGON EMPTY
6030_3_0,10,MULTIPOLYGON EMPTY
6030_3_1,1,MULTIPOLYGON EMPTY
6030_3_1,2,MULTIPOLYGON EMPTY
6030_3_1,3,MULTIPOLYGON EMPTY
6030_3_1,4,MULTIPOLYGON EMPTY
6030_3_1,5,MULTIPOLYGON EMPTY
6030_3_1,6,MULTIPOLYGON EMPTY
6030_3_1,7,MULTIPOLYGON EMPTY
6030_3_1,8,MULTIPOLYGON EMPTY
6030_3_1,9,MULTIPOLYGON EMPTY
6030_3_1,10,MULTIPOLYGON EMPTY
6030_3_2,1,MULTIPOLYGON EMPTY
6030_3_2,2,MULTIPOLYGON EMPTY
6030_3_2,3,MULTIPOLYGON EMPTY
6030_3_2,4,MULTIPOLYGON EMPTY
6030_3_2,5,MULTIPOLYGON EMPTY
6030_3_2,6,MULTIPOLYGON EMPTY
6030_3_2,7,MULTIPOLYGON EMPTY
6030_3_2,8,MULTIPOLYGON EMPTY
6030_3_2,9,MULTIPOLYGON EMPTY
6030_3_2,10,MULTIPOLYGON EMPTY
6030_3_3,1,MULTIPOLYGON EMPTY
6030_3_3,2,MULTIPOLYGON EMPTY
6030_3_3,3,MULTIPOLYGON EMPTY
6030_3_3,4,MULTIPOLYGON EMPTY
6030_3_3,5,MULTIPOLYGON EMPTY
6030_3_3,6,MULTIPOLYGON EMPTY
6030_3_3,7,MULTIPOLYGON EMPTY
6030_3_3,8,MULTIPOLYGON EMPTY
6030_3_3,9,MULTIPOLYGON EMPTY
6030_3_3,10,MULTIPOLYGON EMPTY
6030_3_4,1,MULTIPOLYGON EMPTY
6030_3_4,2,MULTIPOLYGON EMPTY
6030_3_4,3,MULTIPOLYGON EMPTY
6030_3_4,4,MULTIPOLYGON EMPTY
6030_3_4,5,MULTIPOLYGON EMPTY
6030_3_4,6,MULTIPOLYGON EMPTY
6030_3_4,7,MULTIPOLYGON EMPTY
6030_3_4,8,MULTIPOLYGON EMPTY
6030_3_4,9,MULTIPOLYGON EMPTY
6030_3_4,10,MULTIPOLYGON EMPTY
6110_2_4,1,MULTIPOLYGON EMPTY
6110_2_4,2,MULTIPOLYGON EMPTY
6110_2_4,3,MULTIPOLYGON EMPTY
6110_2_4,4,MULTIPOLYGON EMPTY
6110_2_4,5,MULTIPOLYGON EMPTY
6110_2_4,6,MULTIPOLYGON EMPTY
6110_2_4,7,MULTIPOLYGON EMPTY
6110_2_4,8,MULTIPOLYGON EMPTY
6110_2_4,9,MULTIPOLYGON EMPTY
6110_2_4,10,MULTIPOLYGON EMPTY
6110_2_2,1,MULTIPOLYGON EMPTY
6110_2_2,2,MULTIPOLYGON EMPTY
6110_2_2,3,MULTIPOLYGON EMPTY
6110_2_2,4,MULTIPOLYGON EMPTY
6110_2_2,5,MULTIPOLYGON EMPTY
6110_2_2,6,MULTIPOLYGON EMPTY
6110_2_2,7,MULTIPOLYGON EMPTY
6110_2_2,8,MULTIPOLYGON EMPTY
6110_2_2,9,MULTIPOLYGON EMPTY
6110_2_2,10,MULTIPOLYGON EMPTY
6110_2_3,1,MULTIPOLYGON EMPTY
6110_2_3,2,MULTIPOLYGON EMPTY
6110_2_3,3,MULTIPOLYGON EMPTY
6110_2_3,4,MULTIPOLYGON EMPTY
6110_2_3,5,MULTIPOLYGON EMPTY
6110_2_3,6,MULTIPOLYGON EMPTY
6110_2_3,7,MULTIPOLYGON EMPTY
6110_2_3,8,MULTIPOLYGON EMPTY
6110_2_3,9,MULTIPOLYGON EMPTY
6110_2_3,10,MULTIPOLYGON EMPTY
6110_2_0,1,MULTIPOLYGON EMPTY
6110_2_0,2,MULTIPOLYGON EMPTY
6110_2_0,3,MULTIPOLYGON EMPTY
6110_2_0,4,MULTIPOLYGON EMPTY
6110_2_0,5,MULTIPOLYGON EMPTY
6110_2_0,6,MULTIPOLYGON EMPTY
6110_2_0,7,MULTIPOLYGON EMPTY
6110_2_0,8,MULTIPOLYGON EMPTY
6110_2_0,9,MULTIPOLYGON EMPTY
6110_2_0,10,MULTIPOLYGON EMPTY
6110_2_1,1,MULTIPOLYGON EMPTY
6110_2_1,2,MULTIPOLYGON EMPTY
6110_2_1,3,MULTIPOLYGON EMPTY
6110_2_1,4,MULTIPOLYGON EMPTY
6110_2_1,5,MULTIPOLYGON EMPTY
6110_2_1,6,MULTIPOLYGON EMPTY
6110_2_1,7,MULTIPOLYGON EMPTY
6110_2_1,8,MULTIPOLYGON EMPTY
6110_2_1,9,MULTIPOLYGON EMPTY
6110_2_1,10,MULTIPOLYGON EMPTY
6120_4_1,1,MULTIPOLYGON EMPTY
6120_4_1,2,MULTIPOLYGON EMPTY
6120_4_1,3,MULTIPOLYGON EMPTY
6120_4_1,4,MULTIPOLYGON EMPTY
